scenario_id,scenario_type,accel_mean,accel_std,jerk_mean,jerk_std,speed_mean,speed_std,n_samples,seed,source,method
quito_imprudent_nominal_0027,nominal,9.861097546707695,0.25065164758354463,0.14756132060709962,0.15688633782065428,117.16446621905942,5.801867982678582,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0028,nominal,9.811950381184902,0.26102464912000645,0.07944485748689199,0.15192948347731244,116.8225102685637,7.077364527915558,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0029,nominal,9.838646638571227,0.25008503883680105,0.1063954315963404,0.1462294321180035,116.60448045498026,7.430069096173631,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0030,nominal,9.83598000891897,0.22238242491222945,0.09098141877745476,0.13643433558533585,118.03617221737827,5.853330872531191,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0031,nominal,9.836313389616803,0.20056085225741158,0.12962295778755253,0.1576864017306341,116.7539199872173,7.669963006471262,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0032,nominal,9.838439951076117,0.23043959908259246,0.1025815559853725,0.1415484846949783,117.02997047460113,5.496996575450815,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0033,nominal,9.855559723934887,0.22962056137214198,0.11480543566480547,0.1654754279330436,117.58441166145828,6.395248097613624,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0034,nominal,9.838932871867659,0.22703246558216333,0.12718353209163014,0.16445365826192807,117.050830404936,6.724591858320513,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0035,nominal,9.801427214864365,0.23044290287352504,0.10163855636915053,0.14057568706387025,117.53983832048141,6.716954377630409,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0036,nominal,9.865262319335928,0.25128749340001205,0.11595042938652321,0.14424672254618376,116.80868865505929,7.139823890690863,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0037,nominal,9.82870777406424,0.2376257150760048,0.09566940127602361,0.1454820165044299,117.81247651747236,6.409445737461325,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0038,nominal,9.806431567247092,0.25327239380119876,0.11560536806216551,0.14357234563070148,117.98382945190886,8.241540041749928,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0039,nominal,9.837541469020968,0.2142689316529595,0.08834332583161018,0.16045027844299653,117.4081879956204,6.485326480901997,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0040,nominal,9.815097038992752,0.23490070901169463,0.11995880007857716,0.15396420898659177,117.894556577781,5.806447446114096,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0041,nominal,9.857218361868954,0.21153971262696716,0.09374573015074991,0.1475294458397331,117.29547626761672,7.4836132652833,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0042,nominal,9.849767915802731,0.22598069725974465,0.13211304074423716,0.1558232190400026,117.30975315382659,7.532061874133484,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0043,nominal,9.82318495942465,0.20958200243438407,0.1020693778039067,0.15970781297884537,118.55564099209705,6.605849202859324,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0044,nominal,9.89580055285139,0.2404276663298837,0.07252283184250312,0.14766719350458302,116.57080091127382,6.98071353491324,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0045,nominal,9.90325626327704,0.2609380977338571,0.07113731488525735,0.1325465773327142,117.0205488595068,7.3475648284218895,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0046,nominal,9.83181737510533,0.22448493557245422,0.11080884675596536,0.14499701031052736,117.71435583195293,6.662813372061793,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0047,nominal,9.848172820788038,0.23977754081057862,0.11289821761857073,0.16792201808048024,116.47098035408705,7.629327246532085,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0048,nominal,9.856551859159447,0.2728953869014637,0.12429969391508006,0.16884915029182498,116.32808523294398,7.091663711692583,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0049,nominal,9.901033338900358,0.2563951561395906,0.1137735144154993,0.14708314505208606,117.0260493465691,6.892655836062325,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0050,nominal,9.892789263779997,0.27181047625256344,0.11810852862625372,0.15477171000039877,118.32124181072285,5.923750351246248,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0051,nominal,9.868842838365786,0.21418212575922935,0.0858495967945351,0.14210971220454918,116.77535645887151,7.357136281491155,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0052,nominal,9.85481471035967,0.22040842671469316,0.09232845288589672,0.1504235512540659,117.20378497817754,6.793091406221575,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0053,nominal,9.828021957721795,0.23972688376982387,0.08938268766580576,0.14779627672242762,117.19495981652915,7.095764712340959,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0054,nominal,9.836081775171209,0.2331877884997992,0.09695779213959618,0.14773310582653754,117.53264167981408,7.2429874060013315,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0055,nominal,9.844739566323687,0.1941512661785061,0.11163014371385926,0.16058705420063335,117.28921964076677,6.656035879752966,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0056,nominal,9.840770199790185,0.21091522773580704,0.11879577336316073,0.15150814943318514,117.93657761808176,7.1207819593897765,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0057,nominal,9.82638031700116,0.22419736015444533,0.13115383768736788,0.14965253883996804,118.00932966850998,7.118368035372583,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0058,nominal,9.853413804166367,0.2043728928809238,0.11030973254276562,0.158879114055845,116.96158468530619,6.384823582898385,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0059,nominal,9.844299182608367,0.2403966290938568,0.1236021880766517,0.13831150194908762,118.6623317118414,5.661953917011373,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0060,nominal,9.827154074647805,0.23484576240538826,0.09794364240195043,0.16222517309258389,117.33032918365696,6.110449066620808,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0061,nominal,9.8828833002483,0.2436019801846855,0.10958436268129573,0.14089864946427977,117.3997122979515,7.905599664359553,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0062,nominal,9.873013545571194,0.25037745483710383,0.0861605371697006,0.13744645771358446,118.2235390686898,6.580232135533463,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0063,nominal,9.819703009923746,0.23262658333441633,0.11554998834527716,0.14460791943919926,117.15736641385558,6.784481226306994,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0064,nominal,9.881412714703815,0.2409489432959798,0.11283327472885178,0.15230691771086688,118.26937969604404,6.5470042740096295,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0065,nominal,9.85076746296085,0.23414662059756075,0.12082733474739486,0.15636715529872303,117.27490603830108,7.247489064905118,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0066,nominal,9.860351811781436,0.248620948029205,0.09340534550683573,0.15586928260348262,117.47749487536441,6.052646230853136,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0067,nominal,9.869672367115504,0.2918222011959653,0.11122892600496145,0.1697036082973943,118.08552138224304,6.6713434499212445,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0068,nominal,9.832639601831199,0.21316289801285912,0.11015125717921577,0.1289539938146645,117.36595213245938,5.616343661433339,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0069,nominal,9.843172171116159,0.22372376601883012,0.09578296595419854,0.16500000319148303,117.91882822499974,6.533483888485578,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0070,nominal,9.813312970287534,0.2562505110964035,0.10160036898751086,0.15183863061471364,115.72387600552936,6.897474774371291,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0071,nominal,9.864040962238272,0.24448890853922062,0.10737012203414883,0.158916569624868,117.87194000704656,6.725675980957188,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0072,nominal,9.827757968179966,0.22104011793329373,0.09951996428096946,0.15278471403683477,117.08305981171395,7.368249073949609,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0073,nominal,9.834300560037468,0.2345630081790426,0.10729479390779835,0.1724629009159783,118.10248342355791,7.500277958317269,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0074,nominal,9.832994256624266,0.227391247865817,0.08419657806290079,0.15231423503506286,118.27466068773656,6.082861615546104,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0075,nominal,9.885459018697274,0.2585216076301844,0.09881535941890712,0.1520003803194792,117.77023337514423,5.889241486611664,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0076,nominal,9.834905263514262,0.22548224133177763,0.10275593127742337,0.16113265217229003,118.06251930359569,6.594615026407679,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0077,nominal,9.8958521026456,0.21893195374581395,0.07874527651131565,0.1597678786506955,117.25720820256893,7.708036939409301,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0078,nominal,9.867965131328738,0.24763791436187765,0.09933560616598423,0.13651221389095092,117.9816937216163,5.996397848302832,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0079,nominal,9.855953600493075,0.2304815094533654,0.08311535210147036,0.14779766423343407,116.43971028098916,6.797223789869588,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0080,nominal,9.866205685431318,0.25897591574645656,0.10925503656993259,0.17088381691481616,117.73961257750815,7.693363819363333,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0081,nominal,9.854429003132786,0.2275439489068981,0.10551358905940647,0.1739026889372805,117.42359281345396,6.571934118363529,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0082,nominal,9.851634331289926,0.22695569168356858,0.09734293254026476,0.15548495852630562,116.81217470224385,7.613978940268209,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0083,nominal,9.862267921265762,0.2056971972671389,0.09980043837618524,0.16389996903673137,117.36358281320578,6.565995587381482,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0084,nominal,9.83390897246064,0.214094881288456,0.09973488996281236,0.14491217645064433,116.96718272916534,6.476977753549485,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0085,nominal,9.852502787403344,0.21653577352612305,0.08819946380041388,0.14744069366475687,118.20591836384556,5.74200715186524,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0086,nominal,9.860900970412754,0.2193783084094335,0.08303506242305493,0.14088292514237766,116.91594727325662,8.465640676200016,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0087,nominal,9.855859011097861,0.20744244358764016,0.09477238528695359,0.1550373944312781,117.88094809380542,6.76819813195252,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0088,nominal,9.831227673317109,0.2725413309192538,0.08167857266699378,0.13771441042553562,117.53965426800707,5.725730207634755,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0089,nominal,9.858042025181717,0.22809995945045375,0.1153793951262267,0.16165927023202428,117.58060655047811,6.447179820752331,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0090,nominal,9.832583732992763,0.21785799996010047,0.10650530979952842,0.17144041801734625,117.08879022980992,7.944616181286614,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0091,nominal,9.872917650177742,0.22906583588384608,0.1020138745543239,0.17020863611093467,116.96455760547794,7.271488106374136,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0092,nominal,9.824529827660507,0.23559004937930797,0.09169581258282268,0.16275168833646017,116.56082165555512,6.739365289865591,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0093,nominal,9.813976843195201,0.22599394113525442,0.08911065241882657,0.145843615922083,117.46766564107129,7.42582078762107,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0094,nominal,9.8615517233059,0.2549643603346592,0.11377437763188594,0.16103815553456963,115.89983514664385,6.541322528734739,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0095,nominal,9.83196186463738,0.22840719672222146,0.10891593511136502,0.15290956094081667,116.69891476036513,6.482269131098649,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0096,nominal,9.817867507444525,0.23927193311769632,0.10274625755095006,0.17520629413620037,117.54652705480932,7.233492817075272,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0097,nominal,9.859307083402125,0.24733905337454198,0.11936056659034852,0.15009535730064708,117.58385149968886,6.389869230412501,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0098,nominal,9.848682992979104,0.22816307623236243,0.09548076555939376,0.14166600368728677,116.99508238688321,6.750828169705477,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0099,nominal,9.8278767725136,0.23603545470818224,0.07288494018198259,0.1604424182283687,118.49626637076227,5.906369329594197,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0100,nominal,9.823938568276068,0.21610271593183852,0.10305849675847924,0.15189812002737918,115.8344426336422,7.582468062442133,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0101,nominal,9.84268504202584,0.23672269978778526,0.09102081100451259,0.14614940843215762,117.2959569709384,6.206229969552522,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0102,nominal,9.852504454370214,0.2197627812897462,0.11227414177244256,0.15213979397906924,117.354808389319,6.742779580940344,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0103,nominal,9.826232286500407,0.24420682052732215,0.1177647039639712,0.1294940464404492,116.25471428650513,6.846641972608873,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0104,nominal,9.798473161773762,0.23623715812111273,0.10093650492787477,0.15223512589088095,117.62549628839787,7.173282699071641,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0105,nominal,9.842787482207658,0.2565251419971604,0.0877927329695545,0.1511802316551547,117.98626109044095,6.428653336358894,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0106,nominal,9.858055628962703,0.24985959586766487,0.11099678718893811,0.14472807940994295,117.64840568263116,7.914683785533833,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0107,nominal,9.830068788151829,0.2543896009410364,0.11361558924054391,0.143191157413663,117.44858120969961,6.598742067957763,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0108,nominal,9.804196199983123,0.2160064815152436,0.12407151218657511,0.13981547466719563,115.88672704093183,7.0975040864910675,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0109,nominal,9.885583607524245,0.21990439836590833,0.09921320031015707,0.15465538020579847,116.61437687111157,6.177963725739971,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0110,nominal,9.820446996936077,0.2498513951939133,0.11616372200764466,0.1306429116781435,116.66386610342327,6.506695411015068,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0111,nominal,9.872826512347864,0.24455851385852992,0.1331447214986775,0.13014269377425913,117.36263350336755,6.3269472242124065,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0112,nominal,9.817928103563494,0.21407883251843166,0.1239150073433102,0.16185507058890622,117.5027503124706,6.4398075312443055,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0113,nominal,9.835449925299656,0.22125518030601793,0.12923309140507783,0.14797976721795833,118.22307043569108,5.644224554173014,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0114,nominal,9.80660253999932,0.20196216056552713,0.08847032228499203,0.1445532020121033,117.24288990421817,7.0931063305811595,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0115,nominal,9.857247453939745,0.21271855403430862,0.12001524125708346,0.16017599644951597,116.96688821078715,7.083854375816448,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0116,nominal,9.848720400262218,0.22768687203462132,0.10348659939752843,0.16717746317736631,116.93452198452907,7.694199659572127,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0117,nominal,9.852731810101437,0.2189412741925137,0.08287031967543326,0.14806119021962008,117.79761902313689,6.233860645546994,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0118,nominal,9.884711414117541,0.23712451987302735,0.09235784297378574,0.1494409095615622,117.53302616160748,6.100277677883789,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0119,nominal,9.826526808890259,0.2255851095371483,0.09919253477179522,0.16420409054040241,117.6638529466734,7.393860934303746,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0120,nominal,9.844991366584656,0.23499297413338613,0.09751397342540889,0.15795159318217333,116.32318260091671,6.61100824935966,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0121,nominal,9.843880109065013,0.21552950846790683,0.08892962238155698,0.16330745728283275,118.27416996896405,6.5701576648921405,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0122,nominal,9.836369929893301,0.21380626906918962,0.10470434078897757,0.1552917093266358,118.14369414306411,6.681346766641539,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0123,nominal,9.788511553751972,0.19662634897710163,0.09875123263765699,0.15011398782167013,116.82838582623694,7.683384690086504,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0124,nominal,9.872313555041682,0.2284317162124273,0.10204135583736877,0.15607601452998376,117.1515001911606,7.0825336761221696,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0125,nominal,9.81914250321986,0.22040225397816773,0.08704396993848525,0.13613997381136786,117.55915734115123,6.4709145093998774,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0126,nominal,9.879393315566022,0.21367718235259836,0.10301922936869502,0.1572409580016927,117.57180992955928,7.513396681415446,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0127,nominal,9.848608016299908,0.24827336258434535,0.11414499926584865,0.14253150774979043,116.47369097468801,8.074913687053204,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0128,nominal,9.815853109027366,0.22499345783974684,0.13161276993651091,0.144870466036911,117.57197651970736,6.644281885139086,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0129,nominal,9.856521344126888,0.24443368016455702,0.11758733143273392,0.1353508543837244,117.01245910272677,6.8104895711811215,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0130,nominal,9.867826357757819,0.2552067825191702,0.1061292184581356,0.14609799996712078,116.459711307479,8.013177289478925,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0131,nominal,9.857185758693667,0.2313080421272456,0.13512937883967072,0.14996341259236104,116.53003198792894,9.103283319211721,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0132,nominal,9.852843088728726,0.219685113921561,0.11420109490101753,0.1472650217789315,116.13475401661691,6.961988769513575,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0133,nominal,9.828361538603028,0.2203993344040174,0.1087631665290747,0.1487451792510595,118.17574117165051,6.3565947837210475,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0134,nominal,9.847557735424717,0.2117541007767708,0.1076128739223055,0.14921589380189218,117.39601997911997,7.259334222730076,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0135,nominal,9.835658809608871,0.22075909057659288,0.09322770854904255,0.1645660949687924,117.1242629940062,6.824905273939436,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0136,nominal,9.860783384500525,0.23512674092394054,0.08923490912948415,0.13499392921367273,117.00413481538415,7.915176143436616,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0137,nominal,9.822654771196058,0.23529386800638025,0.09160713340951641,0.16731977969993117,118.00136475134151,5.948247696162171,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0138,nominal,9.83350369094543,0.2672554405710676,0.09692015137004992,0.1487913698176454,117.91245471461247,6.44521878949934,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0139,nominal,9.855215972518353,0.2341124594007997,0.10775131899759213,0.1381678574463458,116.67705504363222,6.32719765070363,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0140,nominal,9.844800221501172,0.20754764848531362,0.08767852147057885,0.1515119790832693,117.65076216900857,7.158538650941708,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0141,nominal,9.812426179040155,0.22771350720079517,0.10644508294876003,0.17385359404548384,117.17060991326868,7.520123035965625,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0142,nominal,9.869694102065935,0.2668007791978919,0.0886242916937868,0.15495215017676117,118.03784611095,6.38851388504424,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0143,nominal,9.877235755410865,0.2021083747788196,0.09066710773260266,0.15602024978664195,116.10275558707045,7.054348507766968,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0144,nominal,9.800090954436614,0.21723421576155968,0.10018501338999437,0.15174020395846813,118.84004226554117,6.018306807803888,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0145,nominal,9.877407626347825,0.24790217791901878,0.08783146606483509,0.164496878951237,118.58585735157429,5.472380546460026,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0146,nominal,9.88336466059601,0.26751991816499765,0.10935730359037604,0.15349025625689364,118.88711486281723,5.919850036144117,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0147,nominal,9.841249705068613,0.24792709768742516,0.10074878604803064,0.15565457701760246,118.22112008679876,5.78021970187402,100,42,quito_behavior_dataset,distributional_sampling
quito_imprudent_nominal_0148,nominal,9.845297404495579,0.2375624795557123,0.11190174786372699,0.1625340440314357,116.54678426462908,7.237255053281615,100,42,quito_behavior_dataset,distributional_sampling
